"HCPCS","Generic Name","Brand Name","Strength","SEER*Rx Category","Major Drug Class","Minor Drug Class","Oral (Y/N)","FDA Approval Year","FDA Discontinuation Year","CMS Effective Date","CMS Discontinuation Date","Status"
"Q5117","Trastuzumab-anns","Kanjinti","10mg","Immunotherapy","Monoclonal Antibody","HER2","No","2019","","10/01/2019 00:00:00","","In Use"
"Q5118","Bevacizumab-bvcr","Zirabev","10mg","Immunotherapy","Monoclonal Antibody","VEGFR","No","2019","","10/01/2019 00:00:00","","In Use"
"J0642","Levoleucovorin","Khapzory","0.5mg","Ancillary Therapy","Chemoprotective","Antidote","No","2018","","10/01/2019 00:00:00","","In Use"
"C9058","Pegfilgrastim-bmez","Ziextenzo","0.5mg","Ancillary Therapy","immunomodulatorne","Granulocyte Colony Stimulating Factor","No","2019","","03/31/2020 00:00:00","07/01/2020 00:00:00","No Longer Used"
"J0896","Luspatercept","Reblozyl","0.25mg","Ancillary Therapy","Erythropoiesis-Stimulating Agent","","No","2019","","07/01/2020 00:00:00","","In Use"
"J9177","Enfortumab vedotin-ejfv","Padcev","0.25mg","Immunotherapy","Drug Antibody Conjugate","Nectin-4","No","2019","","07/01/2020 00:00:00","","In Use"
"J9198","Gemcitabine HCl","Infugem","100mg","Chemotherapy","Antimetabolite","Pyrimidine Analog","No","2018","","07/01/2020 00:00:00","","In Use"
"J9246","Melphalan","Evomela","1mg","Chemotherapy","Alkylating Agent","Nitrogen Mustard","No","2016","","07/01/2020 00:00:00","","In Use"
"J9358","Fam-trastuzumab deruxtecan-nxki","Enhertu","1mg","Immunotherapy","Drug Antibody Conjugate","HER2, topoisomerase, tetrapeptide","No","2019","","07/01/2020 00:00:00","","In Use"
"Q5119","Rituximab-pvvr","Ruxience","10mg","Immunotherapy","Monoclonal Antibody","CD20","No","2019","","07/01/2020 00:00:00","","In Use"
"Q5120","Pegfilgratim-bmez","Ziextenzo","0.5mg","Ancillary Therapy","Immunostimulant","Granulocyte Colony Stimulating Factor","No","2019","","07/01/2020 00:00:00","","In Use"
"J9227","Isatuximab-irtc","Sarclisa","10mg","Immunotherapy","Monoclonal Antibody","CD38","No","2020","","10/01/2020 00:00:00","","In Use"
"J9304","Pemetrexed","Pemfexy","10mg","Chemotherapy","Antimetabolite","Folic Acid Analog","No","2020","","10/01/2020 00:00:00","","In Use"
"C9069","Belantamab mafodotin-blmf","Blenrep","0.5mg","Immunotherapy","Drug Antibody Conjugate","BCMA","No","2020","","01/01/2021 00:00:00","","No Longer Used"
"C9070","Tafasitamab-cxix","Monjuvi","2mg","Immunotherapy","Monoclonal Antibody","CD19","","2020","","01/01/2021 00:00:00","04/01/2021 00:00:00","No Longer Used"
"C9073","Brexucabtagene autileucel","Tecartus","2000000","Immunotherapy","CAR-T","CD19","No","2020","","01/01/2021 00:00:00","04/01/2021 00:00:00","In Use"
"J9144","Daratumumab, hyaluronidase-fihj","Darzalex Faspro","10mg","Immunotherapy","Monoclonal Antibody","CD38","No","2020","","01/01/2021 00:00:00","","In Use"
"J9223","Lurbinectedin","Zepzelca","0.1mg","Chemotherapy","Alkylating Agent","Adduct Forming Agent","No","2020","","01/01/2021 00:00:00","","In Use"
"J9281","Mitomycin Pyelocalyceal Instillation","Jelmyto","1mg","Chemotherapy","Antitumor Antibiotic","Alkylating Agent/Mitomycin","No","2020","","01/01/2021 00:00:00","","In Use"
"J9316","Pertuzumab, Trastuzumab, Hyaluronidase-zzxf","Phesgo","10mg","Immunotherapy","Monoclonal Antibody","HER2","No","2020","","01/01/2021 00:00:00","","In Use"
"J9317","Sacituzumab govitecan-hziy","Trodelvy","2.5mg","Immunotherapy","Drug Antibody Conjugate","Trop-2","No","2020","","01/01/2021 00:00:00","","In Use"
"Q5122","Pegfilgrastim-apgf","Nyvepria","0.5mg","Ancillary Therapy","Immunostimulant","Granulocyte Colony Stimulating Factor","No","2020","","01/01/2021 00:00:00","","In Use"
"C9062","Daratumumab Hyaluronidase","Darzalex Faspro","10mg","Immunotherapy","Monoclonal Antibody","CD38","No","2020","","10/01/2020 00:00:00","01/01/2021 00:00:00","No Longer Used"
"C9064","Mitomycin pyelocalyceal instillation","Jelmyto","1mg","Chemotherapy","Antitumor Antibiotic","Alkylating Agent/Mitomycin","No","2020","","10/01/2020 00:00:00","01/01/2021 00:00:00","No Longer Used"
"C9066","Sacituzumab govitecan-hziy","Trodelvy","10mg","Immunotherapy","Drug Antibody Conjugate","Trop-2","No","2020","","10/01/2020 00:00:00","01/01/2021 00:00:00","In Use"
"C9065","Romidepsin","Romidepsin","1mg","Chemotherapy","Enzyme Inhibetor","HDAC","No","2020","","01/01/2021 00:00:00","09/27/2021 00:00:00","No Longer Used"
"J9037","Belantamab mafodontin-blmf","Blenrep","0.5mg","Immunotherapy","Drug Antibody Conjugate","BCMA","No","2020","","04/01/2021 00:00:00","","In Use"
"J9349","Tafasitamab-cxix","MONJUVI","2mg","Immunotherapy","Monoclonal Antibody","CD19","No","2020","","04/01/2021 00:00:00","","In Use"
"Q2053","Brexucabtagene autoleucel","Tecartus","2000000","Immunotherapy","CAR-T","CD-19","No","2020","","04/01/2021 00:00:00","","In Use"
"C9076","Lisocabtagene maraleucel","Breyanzi","","Immunotherapy","CAR-T","CD19","No","2021","","07/23/2021 00:00:00","09/27/2021 00:00:00","No Longer Used"
"C9078","Trilaciclib","Cosela","1mg","Chemotherapy","Cyclin Dependent Kinase Inhibitor","CDX 4/6","No","2021","","07/23/2021 00:00:00","09/27/2021 00:00:00","No Longer Used"
"C9080","Melphalan flufenamide","Pepaxto","1mg","Chemotherapy","Alkylating Agent","Nitrogen Mustard","No","2021","","07/23/2021 00:00:00","09/27/2021 00:00:00","No Longer Used"
"J9348","Naxitamab","Danyelva","1mg","Immunotherapy","Monoclonal Antibody","GD2","No","2020","","07/23/2021 00:00:00","","In Use"
"J9353","Margetuximab-cmkb","Margenza","5mg","Immunotherapy","Monoclonal Antibody","HER2","No","2021","","07/23/2021 00:00:00","","In Use"
"Q5123","Rituximab-arrx","Riabni","10mg","Immunotherapy","Monoclonal Antibody","CD20","No","2021","","07/23/2021 00:00:00","","In Use"
"C9024","(Daunorubicin AND Cytarabine) Liposome","Vyxeos","1mg/2.27mg","Chemotherapy","Antitumor Antibiotic & Antimetabolite","Anthracycline & Pyrimidine Analog","No","2017","","","","In Use"
"NA","Alpelisib","Piqray","200mg","Chemotherapy","Enzyme Inhibitor","PI3K","Yes","2019","","","","In Use"
"NA","Alpelisib","Piqray","150mg","Chemotherapy","Enzyme Inhibitor","PI3K","Yes","2019","","","","In Use"
"NA","Anagrelide","Agrylin","1mg","Ancillary Therapy","Platelet-Reducing Agent","PDE-3 Inhibitor","Yes","1997","","","","In Use"
"NA","Apalutamide","Erleada","60mg","Hormonal Therapy","Androgen Receptor Inhibitor","Non-Steroidal","Yes","2018","","","","In Use"
"NA","Anagrelide","Agrylin","0.5mg","Ancillary Therapy","Platelet-Reducing Agent","PDE-3 Inhibitor","Yes","1997","","","","In Use"
"NA","Avapritinib","Ayvakit","100mg","Chemotherapy","Tyrosine Kinase Inhibitor","PDGFR, KIT, CSFR1","Yes","2020","","","","In Use"
"NA","Avapritinib","Ayvakit","200mg","Chemotherapy","Tyrosine Kinase Inhibitor","PDGFR, KIT, CSFR1","Yes","2020","","","","In Use"
"NA","Avapritinib","Ayvakit","25mg","Chemotherapy","Tyrosine Kinase Inhibitor","PDGFR, KIT, CSFR1","Yes","2020","","","","In Use"
"NA","Avapritinib","Ayvakit","300mg","Chemotherapy","Tyrosine Kinase Inhibitor","PDGFR, KIT, CSFR1","Yes","2020","","","","In Use"
"NA","Avapritinib","Ayvakit","50mg","Chemotherapy","Tyrosine Kinase Inhibitor","PDGFR, KIT, CSFR1","Yes","2020","","","","In Use"
"NA","Binimetinib","Mektovi","15mg","Chemotherapy","MEK Inhibitor","MEK 1/2","Yes","2018","","","","In Use"
"NA","Bromocriptine Mesylate","Parlodel","","Chemotherapy","Dopamine Agonist","Ergot Derivative","Yes","1978","","","","In Use"
"NA","Capmatinib","Tabrecta","150mg, 200mg","Chemotherapy","Tyrosine Kinase Inhibitor","MET","Yes","2020","","","","In Use"
"NA","Carmustine wafer","Gliadel","7.7mg","Chemotherapy","Alkylating Agent","Nitrosourea","No","2012","","","","In Use"
"NA","Cedazuridine and Decitabine","Inqovi","100mg, 35mg","Chemotherapy","Antimetabolite","Pyrimidine Analog + CDA Inhibitor","Yes","2020","","","","In Use"
"NA","Cyclosporine","Gengraf","25mg, 50mg, 100mg","Ancillary Therapy","Immunomodulator","Calcineurin Inhibitor","Yes","2010","","","","In Use"
"NA","Cyclosporine","NeOral","25mg, 100mg","Ancillary Therapy","Immunomodulator","Calcineurin Inhibitor","Yes","1995","","","","In Use"
"NA","Cyclosporine","Sandimmune","25mg, 50mg, 100mg","Ancillary Therapy","Immunomodulator","Calcineurin Inhibitor","Yes","1983","","","","In Use"
"NA","Cysteamine Bitartrate","Cystagon","50mg, 150mg","Chemotherapy","Cystine-Depleting Agent","","Yes","1994","","","","In Use"
"NA","Cysteamine Bitartrate","Procysbi","25mg, 75mg, 300mg","Chemotherapy","Cystine-Depleting Agent","","Yes","2013","","","","In Use"
"NA","Dacomitinib","Vizimpro","15mg, 30mg, 45mg","Chemotherapy","Tyrosine Kinase Inhibitor","EGFR","Yes","2018","","","","In Use"
"NA","Darolutamide","Nubeqa","300mg","Hormonal Therapy","Androgen Receptor Inhibitor","Non-Steroidal","Yes","2019","","","","In Use"
"NA","Dostarlimab","Jemperli","50mg","Immunotherapy","Checkpoint Inhibitor","PD-1","Yes","2021","","","","In Use"
"NA","Dutasteride","Avodart","0.5mg","Ancillary Therapy","Protective Agent","5-alpha Reductase Inhibitor","Yes","2002","","","","In Use"
"NA","Duvelisib","Copiktra","15mg, 25mg","Chemotherapy","Enzyme Inhibitor","PI3K","Yes","2018","","","","In Use"
"NA","Encorafenib","Braftovi","50mg, 75mg","Chemotherapy","BRAF Inhibitor","V600E","Yes","2018","","","","In Use"
"NA","Entrectinib","Rozlytrek","100mg, 200mg","Chemotherapy","Tyrosine Kinase Inhibitor","TRKA, TRKB, TRKC, ROS1, ALK","Yes","2019","","","","In Use"
"NA","Erdafitinib","Balversa","3mg, 4mg, 5mg","Chemotherapy","Tyrosine Kinase Inhibitor","FGFR1, FGFR2, FGFR3, FGFR4","Yes","2019","","","","In Use"
"NA","Fedratinib Hydrochloride","Inrebic","100mg","Chemotherapy","Enzyme Inhibitor","JAK2, FLT3","Yes","2019","","","","In Use"
"NA","Finasteride","Proscar","5mg","Ancillary Therapy","Protective Agent","5-alpha Reductase Inhibitor","Yes","1992","","","","In Use"
"NA","Gilteritinib","Xospata","40mg","Chemotherapy","Tyrosine Kinase Inhibitor","FLT3","Yes","2018","","","","In Use"
"NA","Glasdegib","Daurismo","25mg, 100mg","Chemotherapy","Hedgehog Pathway Inhibitor","SMO","Yes","2018","","","","In Use"
"NA","Hydrocortisone","Cortef","5mg, 10mg, 20mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","Yes","1952","","","","In Use"
"NA","Ivosidenib","Tibsovo","250mg","Chemotherapy","Enzyme Inhibitor","IDH1","Yes","2018","","","","In Use"
"NA","Larotrectinib","Vitrakvi","25mg, 100mg 20mg/ml","Chemotherapy","Tyrosine Kinase Inhibitor","TRK","Yes","2018","","","","In Use"
"NA","Lorlatinib","Lorbrena","25mg, 100mg","Chemotherapy","Tyrosine Kinase Inhibitor","ALK/ROS1","Yes","2018","","","","In Use"
"NA","Metoclopramide","Reglan","5mg, 10mg","Ancillary Therapy","Antiemetic","Dopamine-2 Receptor Antagonist","Yes","1991","","","","In Use"
"NA","Naldemedine","Symproic","0.2mg","Ancillary Therapy","Opioid Antagonist","","Yes","2018","","","","In Use"
"NA","Pemigatinib","Pemazyre","4.5mg, 9mg, 13.5mg","Chemotherapy","Tyrosine Kinase Inhibitor","FGFR1, FGFR2, FGFR3","Yes","2020","","","","In Use"
"NA","Pexidartinib","Turalio","200mg","Chemotherapy","Tyrosine Kinase Inhibitor","CSF1R, KIT, FLT3","Yes","2019","","","","In Use"
"NA","Pilocarpine Hydrochloride","Pilocarpine","5mg, 10mg","Ancillary Therapy","Miscellaneous Agent","Cholinergic Agent","Yes","2020","","","","In Use"
"NA","Pralsetinib","Gavreto","100mg","Chemotherapy","Enzyme Inhibitor","RET, DDR1, TRKC, FLT3, JAK1/2, TRKA, VEGFR2, PDGFRB, FGFR1","Yes","2020","","","","In Use"
"NA","Relugolix","Orgovyx","120mg","Hormonal Therapy","Androgen Receptor Inhibitor","GnRH Receptor Antagonist","Yes","2020","","","","In Use"
"NA","Ripretinib","Qinlock","50mg","Chemotherapy","Tyrosine Kinase Inhibitor","KIT, PDGFRA","Yes","2020","","","","In Use"
"NA","Selinexor","Xpovio","20mg, 40mg, 50mg, 60mg","Chemotherapy","Enzyme Inhibitor","XPO1","Yes","2019","","","","In Use"
"NA","Selpercatinib","Retevmo","40mg, 80mg","Chemotherapy","Tyrosine Kinase Inhibitor","VEGFR","Yes","2020","","","","In Use"
"NA","Selumetinib","Koselugo","10mg, 25mg","Chemotherapy","MEK Inhibitor","MEK 1/2","Yes","2020","","","","In Use"
"NA","Talazoparib","Talzenna","0.25mg, 1mg","Chemotherapy","Enzyme Inhibitor","PARP","Yes","2018","","","","In Use"
"NA","Tazemetostat","Tazverik","200mg","Chemotherapy","Enzyme Inhibitor","EZH2","Yes","2020","","","","In Use"
"NA","Tepotinib Hydrochloride","Tepmetko","225mg","Chemotherapy","Tyrosine Kinase Inhibitor","MET","Yes","2021","","","","In Use"
"NA","Tivozanib","Fotivda","0.89mg, 1.34mg","Chemotherapy","Tyrosine Kinase Inhibitor","VEGFR","Yes","2021","","","","In Use"
"NA","Tucatinib","Tukysa","50mg,150mg","Chemotherapy","Tyrosine Kinase Inhibitor","HER2","Yes","2020","","","","In Use"
"NA","Umbralisib","Ukoniq","260.2mg","Chemotherapy","Enzyme Inhibitor","PI3Kδ, CK1ε, ABL1, CXCL12, CCL19","Yes","2021","","","","In Use"
"NA","Zanubrutinib","Brukinsa","80mg","Chemotherapy","Tyrosine Kinase Inhibitor","BTK","Yes","2019","","","","In Use"
"NA","Megestrol Acetate","Megace","20mg, 40mg","Hormonal Therapy","Progestin","","Yes","1988","","","","In Use"
"J2430","Pamidronate disodium","Aredia","30mg","Ancillary Therapy","Bisphosphonate","","No","1987","","","","In Use"
"J9309","Polatuzumab Vedotin","Polivy","1mg","Immunotherapy","Drug Antibody Conjugate","CD79b","No","2019","","01/01/2020 00:00:00","","In Use"
"J9311","Rituximab and Hyaluronidase","Rituxan Hycela","10mg","Immunotherapy","Monoclonal Antibody","CD20","No","2017","","01/01/2019 00:00:00","","In Use"
"C9081","Idecabtagene vicleucel","Abecma","up to 460000000","Immunotherapy","CAR-T","BCMA","No","2021","","09/27/2021 00:00:00","01/26/2022 00:00:00","No Longer Used"
"C9082","Dostarlimab-gxly","Jemperli","100mg","Immunotherapy","Checkpoint Inhibitor","PD-1","No","2021","","09/27/2021 00:00:00","01/26/2022 00:00:00","No Longer Used"
"C9083","Amivantamab-vmjw","Rybrevant","10mg","Immunotherapy","Monoclonal Antibody","EGFR,MET","No","2021","","09/27/2021 00:00:00","01/26/2022 00:00:00","No Longer Used"
"C9084","Loncastuximab tesirine","Zylonta","0.1mg","Immunotherapy","Drug Antibody Conjugate","CD19","No","2021","","09/27/2021 00:00:00","03/25/2022 00:00:00","In Use"
"J1448","Trilaciclib","Cosela","1mg","Chemotherapy","Cyclin Dependent Kinase Inhibitor","CDK 4/6","No","2021","","09/27/2021 00:00:00","","In Use"
"J9247","Melphalan flufenamide","Pepaxto","1mg","Chemotherapy","Alkylating Agent","Nitrogen Mustard","No","2021","","09/27/2021 00:00:00","","In Use"
"J9318","Romidepsin, non-lyophilized","Romidepsin","0.1mg","Chemotherapy","Enzyme Inhibitor","HDAC","No","2020","","09/27/2021 00:00:00","","In Use"
"J9319","Romidepsin, lyophilized","Istodax","0.1mg","Chemotherapy","Enzyme Inhibitor","HDAC","No","2010","","09/27/2021 00:00:00","","In Use"
"Q2054","Lisocabtagene maraleucel","Breyanzi","","Immunotherapy","CAR-T","CD19","No","2021","","09/27/2021 00:00:00","","In Use"
"C9087","Cyclophosphamide (Auromedics)","Cyclophosphamide","10mg","Chemotherapy","Alkylating Agent","Nitrogen Mustard","No","2021","","01/26/2022 00:00:00","03/25/2022 00:00:00","In Use"
"J1952","Leuprolide Mesylate","Camcevi","1mg","Hormonal Therapy","GnRH Agonist","","No","2021","","01/26/2022 00:00:00","","In Use"
"J2506","Pegfilgratim (ex Biosimilars)","Neulasta","0.5mg","Ancillary Therapy","Immunostimulant","Granulocyte Colony-Stimulating Factor","No","2002","","01/26/2022 00:00:00","","In Use"
"J9021","Asparaginase Erwinia Chrysanthemi (recombinant)-rywn","Rylaze","0.1mg","Chemotherapy","Miscellaneous Agent","Enzyme","No","2021","","01/26/2022 00:00:00","","In Use"
"J9061","Amivantamab","Rybrevant","2mg","Immunotherapy","Monoclonal Antibody","EGFR, MET","No","2021","","01/26/2022 00:00:00","","In Use"
"J9272","Dostarlimab-gxly","Jemperli","10mg","Immunotherapy","Checkpoint Inhibitor","PD-1","No","2021","","01/26/2022 00:00:00","","In Use"
"Q2055","Idecabtagene vicleucel","Abecma","460 million","Immunotherapy","CAR-T","BCMA","No","2021","","01/26/2022 00:00:00","","In Use"
"J9071","Cyclophosphamide (AuroMedics)","Cyclophosphamide","5mg","Chemotherapy","Alkylating Agent","Nitrogen mustard","No","2021","","03/25/2022 00:00:00","","In Use"
"J9273","Tisotumab vedodin-tftv","Tivdak","1mg","Immunotherapy","Drug Antibody Conjugate","Tissue factor","No","2021","","03/25/2022 00:00:00","","In Use"
"J9359","Loncastuximab tesirine-lpyl","Zynlonta","0.075mg","Immunotherapy","Drug Antibody Conjugate","CD19","No","2021","","03/25/2022 00:00:00","","In Use"
"J9352","Trabectedin","Yondelis","0.1mg","Chemotherapy","Alkylating Agent","Natural Product","No","2015","","01/01/2017 00:00:00","","In Use"
"Q5116","Trastuzumab-qyyp","Trazimera","10mg","Immunotherapy","Monoclonal Antibody","HER2","No","2020","","10/01/2019 00:00:00","","In Use"
"Q5112","Trastuzumab-dttb","Ontruzant","10mg","Immunotherapy","Monoclonal Antibody","HER2","No","2021","","07/01/2019 00:00:00","","In Use"
"Q5107","Bevacizumab-awwb","Mvasi","10mg","Immunotherapy","Monoclonal Antibody","VEGFR","No","2018","","01/01/2019 00:00:00","","In Use"
"J9022","Atezolizumab","Tecentriq","10mg","Immunotherapy","Checkpoint Inhibitor","PD-L1","No","2016","","01/01/2018 00:00:00","","In Use"
"J9023","Avelumab","Bavencio","10mg","Immunotherapy","Checkpoint Inhibitor","PD-L1","No","2017","","01/01/2018 00:00:00","","In Use"
"J9173","Durvalumab","Imfinzi","10mg","Immunotherapy","Checkpoint Inhibitor","PD-L1","No","2017","","01/01/2019 00:00:00","","In Use"
